,artist_mb,artist_lastfm,country_mb,tags_mb,tags_lastfm
29101,Shurik’n,Shurik'n,France,hip hop,Hip-Hop; rap; french hip-hop; french rap; french; rap francais; hip hop; French hip hop; Rap Marseillais; Marseille; seen live; hip-hop francais; hip hop francais; IAM; france; hiphop; boom bap; rap conscient; singer-songwriter; underground hip-hop; cool; francais; francophone; european; All; Conscious Hip Hop; Great album; francia; real hiphop; Samurai; hip-hop franz; heard on wers; Rap FR; francophone hip hop; European Hip-Hop; french beats; CAPTAINDINGELING4SHIZZOH; pisces; Akhenaton; amazing lyricist; shuriken; rap marseille; hip hop french; francuzy; Tippspiel; hip-hop with good lyrics; world hop; hiphopfrlab; hip hop feinkost; frap; djiball; le rap francaise
29105,Dr. Dooom,Dr. Dooom,United States,hip hop; hiphop; us,Hip-Hop; underground hip-hop; rap; kool keith; hip hop; underground rap; Horrorcore; new york; hiphop; alternative hip-hop; seen live; underground; abstract hip-hop; dark; underground hip hop; alternative rap; acid rap; experimental; weird; unique; hardcore hip-hop; east coast rap; Eccentric; east coast hip-hop; bronx; zxzw 2007; Dopeness; dr doom; funk doobiest; pop; chill; soul; punk; alternative; USA; urban; turntablism; abstract; psychedelic; groove; 90s; american; Doom; spoken word; old school rap; normal; NYC; Indie Hip Hop; California; absurd; 5 Stars; check out artist; New York City; hardcore rap; 2000s; Cypress Hill; The Bronx; Rage Against The Machine; EPMD; United States; Bay Area; Hieroglyphics; All; a place for people with that tiny black spot on their brain to go when the darkness leaks out and does what it wills; music for an ass-beating; gotta check it out; dj premier; my music; Homeys Slip Cube Shindy; shaman; underground hiphop; experimental hip-hop; manjoh; The Good Stuff; hippety hop; Alchemist; Strong arm steady; souls of mischief; dr dooom; self scientific; Soul Assassins; sick symphonies; Everlast; Push The Button; cynic; Cunning like the Fox; deepsoul; Techy; Professor; gris gris; dungeon family; horror core; west coast hip-hop; pornocore; zxzw; urban pimp assault; Horrorcore Rap; this is good for your health; planet asia; horror-core
29106,Down Low,Down Low,Germany,hip hop; rapping,Hip-Hop; rap; 90s; pop; hip hop; eurorap; 80s; Drum and bass; german; Disco; underground hip-hop; rapsody; soul; funk; hiphop; rnb; Eurovision; piu; trance; classic rock; heavy metal; metal; electronic; electronica; male; rock; punk; alternative; hardcore; hard rock; dubstep; oldschool; arabic; dance; industrial; underground rap; new wave; blues; Awesome; germany; american; party; Gangsta Rap; amazing; old school; dnb; California; west coast; sex; male vocalists; swiss; estonian; underground hip hop; Eesti; underground; Fun fun fun; Black; gangsta; Old School Hip Hop; West Coast Rap; LA; weed; Bay Area; pimp; the best; G-funk; gangster; id-t; nigga; Suosikit; Just Good; sexual lyrics; August 2005; Bravo Hits Trauma; European Hip-Hop; how did this artist disappear off of the face of the earth; deu; 90S TRASH; gangster funk; so long goodbye; europa hip-hop; nqh nqh; mixed-hip hop
29270,John Robinson,John Robinson,United States,hip hop,Hip-Hop; hip hop; underground hip-hop; rap; Hyper Techno; dance; techno; Rave; underground hip hop; underground rap; 90s; Jazz Hop; eurodance; new jersey; seen live; jazz; East Coast; plainfield; techpara; trance; hardcore; folk; new york; UK; House; jazz fusion; hiphop; dj; jazz-rap; alternative rap; hardcore techno; eurobeat; northern ireland; conscious; All; jazz hip hop; Bemani; underground hiphop; indie hip-hop; east-coast rap; east coast hip-hop; dark dance; Conscious Rap; yo-mamma-eating-cheeze-snorting-hot-sauce-while-we-rock-yo-nutz-core; beatmania iidx; real shit; followup; the tones; non the artists; east coast hiphop; Since; john robinson; 1xtra; john and joan; kings of the drums; scienz of life; jazzyhiphop instrumental; juriana tokyo; velfarre
29344,Tami Chynn,Tami Chynn,Jamaica,hip hop rnb and dance hall,dancehall; reggae; female vocalists; pop; Hip-Hop; rnb; jamaica; jamaican; soul; dance; world; one of my favorites; Konvict Muzik; amazing artist; amazingingly talented; beautiful singer; she is one of the best thing that happened to this world; sexy; favorites; Awesome; r&b; amazing; cool; female vocalist; great lyrics; relax; i love her; Good Stuff; lions reggae-dancehall; Love her; hip hop; chill; 00s; best; feelgood; launch; frozen; hurry wit album; made me faint; Dancehall rude gyal; seen live; electropop; female; rap; 2008; american; Lady Gaga; rhythm and blues; hot; Favourites; <3; dolls; RandB; cool shit; spotify; beautiful girl; fff; seen her live; universal studios; lovethisartist; meka; Chappajan
29362,Raze,Raze,,hip hop,House; dance; christian; 90s; acid house; Chicago House; eurodance; Hip-Hop; pop; christian dance; electronic; hip hop; USA; american; thrash metal; house classic; raze; seen live; UK; underground rap; techno; Melodic Death Metal; underground hip-hop; oldies; old school; Random; deep house; Rave; male vocalists; underground hip hop; live gesehen; vocal house; deathcore; seen in concert; All; House Society; Hed Kandi; spotify; Spanish Metal; GTA; hip hop tuga; under; kenan; uk rave; Alta-tensao; flevo; wwmt; yoyoyo; Kwest Music; :; Generation Ecstasy; hip hop : underground; godfathers of house and techno; some1krazys tags; see alive; zmin; Need to Rate
29373,Cham,Cham,Jamaica,dance and electronica; hip hop rnb and dance hall,dancehall; reggae; ragga; jamaica; Hip-Hop; Cham; rnb; male vocalists; jamaican; caribbean; Bashment; seen live; japanese; rap; USA; favorites; Justin Timberlake; male vocalist; j-pop; 5 Stars; All; homophobic; spotify; black music; dancehall reggae; ish; 4 letter artists; voicemail; Reggaevibez; raggasocaparty; soulfullreggae; kid kaoss
29377,Rico Love,Rico Love,United States,pop; dance; hip hop; contemporary r&b,rnb; Hip-Hop; ghostwriter; hip hop; rap; Usher; r&b; us records; ush records; pop; dance; mixtape; shit; Trash; independent artist; All; alternative urban; music business; brutal apocalyptic black gothic doom metal; LOL music; eblast; Song Played; get exposure; service music
29385,MHD,MHD,France,hip-hop/rap,french; afro trap; trap; czech punk; Hip-Hop; dancehall; francophone; under 2000 listeners; french hip-hop; black Jul; segpa; eurosonic2017
29450,M‐Beat,M-Beat,United Kingdom,jungle; hip hop rnb and dance hall,jungle; Ragga Jungle; ragga-jungle; breakbeat; electronic; Drum and bass; garage; Drum n Bass; jazzstep; ragga; oldskool rave hardcore; dnb; atmospheric jungle; british; UK; liquid funk; Rave; lesser known yet streamable artists; drum & bass; Old school Hardcore; United Kingdom; All; spotify; lesser known yet streamable artists LT5K; lesser known yet streamable artists LT10K; electronic breakbeat; uk harcore; gorohovcore
29497,DJ Nu‐Mark,DJ Nu-Mark,United States,hip hop; classic pop and rock,turntablism; Hip-Hop; hip hop; jazz; funk; underground hip-hop; hiphop; seen live; chillout; rap; electronica; trip-hop; Jazz Hop; ninja tune; breakbeat; dj; producer; turntables; jurassic 5; instrumental; acid jazz; 90s; Broken Beat; nujazz; los angeles; underground; mixes; All; japanese hip-hop; funky style; nu jazz; electronic; indie; male; Grime; urban; downbeat; lounge; american; instrumental hip-hop; nu-jazz; beats; Electrojazz; Indie Hip Hop; 00s; underground hip hop; abstract hip-hop; Officially Shit; drum machine; check this out; most favourite artists; shit only a fag would listen to; shit only a retard would listen to; alternative urban; west coast hip-hop; fettttttttttttttt; nice   smile; things to play; Hear; BreakWave RadioShow; selected hip-hop; fayded; Hip und auch mal Hop; DJ Nu-Mark; Nu-Mark; undergorund hip-hop; Totally scientific research; hip-hop indi
29574,Monie Love,Monie Love,United Kingdom,hip hop,Hip-Hop; hip hop; rap; old school; native tongues; female vocalists; british; 90s; female rap; female; 80s; london; UK Garage; female rappers; seen live; pop; singer-songwriter; dance; underground rap; House; american; feminist; 00s; Europe; european; United Kingdom; All; britain; G-funk; 2-step; spotify; female emcees; female rapper; jazzy hip hop; femc; 6 stars; Female Emcee; female hip hop; artists or bands i have interviewed; Honeychile is So Sweet; The Ladies; female hiphop; monie love; British Girls; raepaetaedit; and even after all my logic and my theory; pih-poh; female power tracks; female hip hop artist; femcs roots-now; female rappers roots-today
29575,Futuristic,Futuristic,United States,hip hop,Hip-Hop; rap; underground hip-hop; hip hop; Progressive; Progressive House; under 2000 listeners; jazzy hop; youtube rap
29623,Ant Banks,Ant Banks,United States,hip hop,West Coast Rap; G-funk; Bay Area; rap; Oakland; Hip-Hop; Gangsta Rap; west coast; 90s; California; Ant Banks; american; spotify; 6 stars; hip hop; USA; funk; p-funk; west; golden age; westcoast rap; bay area rap; west coast hip-hop; west coast hip hop; mobb music; Need to Rate; erdinger weibier; playlist20; Bay Area Beast
29626,Mr. J. Medeiros,Mr. J. Medeiros,United States,hip hop; conscious rap,Hip-Hop; underground hip-hop; rap; hip hop; underground hip hop; christian; Jazz Hop; underground rap; rawkus; chillout; american; hiphop; alternative rap; Christian Rap; The Procussions; The Procussion; pop; rock; Dope; Colorado; braille; Colorado Springs; All; underground hiphop; blue eyed soul; spotify; todo; jazzy hip hop; christian hip-hop; real shit; Holy Hip Hop; american rap; RedCloud; Syntax Records; kaboose; sackcloth fashion; MILL; Classic material; life music; radiou; Since; dope hiphop
29767,Summer Cem,Summer Cem,Turkey,hip hop,Deutschrap; rap; ersguterjunge; summer cem; German hip hop; Hip-Hop; Deutsch Rap; germany; Gangsta Rap; german; turkish; german hip-hop; Turkish Rap; hardcore hip-hop; turkey; All; german rap; assi; hr; germandream; cembo; all rheydt
29770,Mr. Muthafuckin’ eXquire,Mr. Muthafuckin' eXquire,United States,hardcore; rap; hip-hop; new york,Hip-Hop; rap; underground rap; hip hop; underground hip-hop; new york; seen live; cloud rap; East Coast; underground hip hop; hardcore hip-hop; east coast rap; experimental hip-hop; Brooklyn; underground; Druggy; 90s; Gangsta Rap; 00's; stuff to check out; alternative rap; drunk; gritty; alternative hip hop; east coast hip hop; New York Rap; ny; acid rap; hardcore hip hop; discover; dirty rap; junkie; eastcoast; tumblr; east coas; beast coast; freshman; meme rap; hiphop underground; eXquIRe; that shit cray; musical journey to the ends of time; positif; pedaly ktorych nieslucham lol; ill ass nigga; horrorswag; young lavish
29804,Jayo Felony,Jayo Felony,United States,hip hop,West Coast Rap; Gangsta Rap; Hip-Hop; rap; san diego; G-funk; California; west coast; hip hop; Jayo Felony; underground rap; hiphop; westcoast rap; spotify; west coast hip-hop; crip; Classic Westcoast; USA; american; cali; los angeles; gangsta; Redman; west; braille; south central; golden age; WC; 6 stars; west coast hip hop; USA Rap; Few manistream artists and all others are underground; All are very good; RedCloud; Syntax Records; kaboose; sackcloth fashion; 619; funk doc; Need to Rate; WXXL; chill906; West Coast Ganxta Rap; 47th; SHIT FELONY FLOWS STAY HOT LUV PIMP
29809,JVG,JVG,Finland,rapping; musical duo,seen live; finnish; Hip-Hop; rap; All; Suomirap; male vocalists; finland; suomihoppi; pop; hiphop; reverb; seen live more than once; pop-rap; lippatukkarappia; paskaa; oon kayny kattomassa; washed out; JvG; party-hop
29849,Nomak,Nomak,Japan,hip hop; hip-hop japanese,Hip-Hop; japanese; chillout; hip hop; chill out; instrumental hip-hop; instrumental; Jazz Hop; trip-hop; jazz; downtempo; jazzy hip hop; Japanese hip hop; electronic; jazzy; abstract hip-hop; smooth; jazzy hip-hop; japanese hip-hop; chill; ambient; underground hip-hop; trip hop; japan; jazz-hop; downbeat; underground; instrumental hip hop; nomak; calm; Mellow; beats; abstract hip hop; quality; jazz rap; Chill-Hop; mellow hiphop; jazzyhiphop; favorites; acid jazz; lounge; r&b; nu-jazz; unique; experimental hip-hop; japanese producer; jazzy hiphop; asciiecho; chill Japanese
29907,Texta,Texta,Austria,hip hop,seen live; Hip-Hop; Austria; hip hop; austrian
29964,Denyo,Denyo,Germany,hip hop,hip hop; german hiphop; Hip-Hop; rap; hamburg; seen live; german; Deutschrap; deutsch; bg hip hop; hiphop; bulgarian; denyo; german hip-hop; beginner; deutscher hiphop; German hip hop; mongo clikke; eimsbush; dancehall; Deutscher Hip Hop; bulgaria; Deutscher Hip-Hop; BG; bg hip-hop; chillout; reggae; Deutsch Rap; germany; ragga; emotional; relaxing; underground; 2010s; great hip hop; european; 2015; afro; seen-live; sprechgesang; All; german rap; deutsche texte; dis; seen live more than once; german reggae; good hiphop; hip-hop deutsch; Hamburg Hip-Hop; oldschool german hip-hop; sme6kooo; Kultrap; spinner; style school; Dennis Lisk; reccomendation; EIn absoluter Beginner; taktlotzen; bulgarian hiphop; bg raper; hip-hop-de; Refugees Welcome - Gegen jeden Rassismus
29965,Daktyl,Daktyl,United Kingdom,trap; trap edm,
30021,Farid Bang,Farid Bang,Germany,hip hop; gangsta rap; deutschrap; battle rap,rap; Deutschrap; Gangsta Rap; german dream; german rap; german; Düsseldorf; Punchlinerap; Hip-Hop; seen live; farid bang; eDDY-kayH; hip hop; deutsch; german hip-hop; massiv; kollegah; Jung Brutal Gutaussehend; banger musik; ey yo; male; germany; Duesseldorf; j; german hiphop; sucks; All; Gangster Rap; assi; battle rap; Ruhrpott; eko fresh; gd; Angeberprollrap; mongoloid; hurensohn; pusher; fard; Bester Newcomer; farid; derendorf; farid gang bang; al-gear; am2; asphalt massaka; grembranx; Der letzte Tag deines Lebens; summer cem; eddy-kaylove it; DU BIST DER BESTE; Jung Prutal Gutaussehend; asphalt massaker 2; keneks
30040,Damien,Damien,Canada,hip hop,heavy metal; thrash metal; seen live; Power metal; hardcore; metalcore; black metal; USA; death metal; US MEtal; metal; french; swedish; chillout; trip-hop; hip hop; rap; ambient; Chanson Française; lounge; 00s; oldschool hardcore; finnish hardcore; US Power Metal; Gabber-Hardcore; Hip Hop Quebec; damien; electronic; 80s; folk; downtempo; nyhc; hair metal; speed metal; Melodic Death Metal; russian; american; dnb; german; irish; eclectic; Ohio; france; traditional; trap; hardcore punk; Gabber; romania; Symphonic Black Metal; NWOBHM; Air; paris; Swedish Metal; furry; true metal; malaysian; musica latina; Pop Metal; BIRP; record makers; German Metalcore; traditional heavy metal; hardcore-punk; not metalcore; not hardcore; classic heavy metal; 80s thrash metal; Swedish Heavy Metal; swedish thrash metal; system of a down-ish; Montreal french hip-hop; nasty brutal and moshtastic; Nizhny Novgorod; damien lecointe; frenchness; not the swedish band; swedish speed metal; chill906; 80s speed metal; innerearmedia; FWOSHM; hoffentlich sind die clear vocals ne frau sonst muss ich kotzen; ftcrecords; uppsala metal
30150,Daveed Diggs,Daveed Diggs,,american; vocalist; actor; usa; rapper,
30163,Flipmode Squad,Flipmode Squad,United States,hip hop,Hip-Hop; rap; hip hop; East Coast; east coast rap; hiphop; chill906; new york; usa hip hop; 90s; east coast hip-hop; Flipmode Squad; seen live; underground hip-hop; Brooklyn; old school; commercial; hardcore hip-hop; Real hip-hop; d; GREATEST EVER; Flipmode is the squad; Need to Rate; WXXL; rah digga; Rap male; femcs roots-now; female rappers roots-today
30210,Lone Catalysts,Lone Catalysts,United States,hip hop,Jazz Hop; Hip-Hop; underground hip-hop; rap; hip hop; underground rap; jazz-hop; pittsburgh; jazz; hiphop; Ohio; underground hip hop; Columbus; alternative rap; Pennsylvania; mood music; jazz rap; lone catalysts; hip hop underground; Goon Trax; chillout; soul; abstract; groove; american; Dope; jazzy; soulful; underrated; underground; check out; funky fresh; All; jazz hip hop; jazzy hip-hop; US Hiphop; rawkus; spotify; Favorite artist; midwest rap; The Truth; sands; USA Rap; midwest hip-hop; buka; hip hop : underground; herrlich; audible conquest; toma na oreia; radio xapada; Hip Hop artists; pittsburgh-cincinnati connection; jrawls; jsands; Jo Leuts thats paradise rap; stuff to go; Flowmonstersong; berbeats und derbste rhymes on point wie zero coke is pepsi; Freshe Piccoz; Wanna Battle collective; hop -hip; pedaly ktorych nieslucham lol; chujowe bity
30417,La the Darkman,La the Darkman,United States,hip hop,Hip-Hop; wu-tang; rap; east coast rap; hip hop; underground hip-hop; Wu-Tang Clan; underground rap; East Coast; wu-fam; Gangsta Rap; new york; hiphop; underground hip hop; east coast hip-hop; Wu Fam; american; grand rapids; classic hip-hop; seen live; favorites; detroit; underground; juggalo; georgia; Midwest; atlanta; Michigan; vanilla ice; wu tang clan; All; insane clown posse; Supreme Hip-Hop; American CREAM Team; wu; detroit rap; midwest rap; ICP; juggalo rap; Wu Family; Grand Rapids Rap; michigan rap; midwest hip-hop; La The Darkman; grand rapids hip-hop; Liebo; NY rap; grupo; Doomsdope; rock rock to the planet rock; hip to the fucking hop; wu shit; sounds like quincy jones; wu banga; LA SHIT; ghpj; Graphix Godbody
30460,Nitro,Nitro,Italy,rap,Glam Metal; hair metal; hard rock; heavy metal; glam rock; Shred; rap; speed metal; psytrance; metal; 80s; hip hop; guitar virtuoso; the hardest metal known to man; glam; Punk Metal; american; italian; american metal; Shred Metal; Hip-Hop; electronic; minimal; rock; hardcore; ambient; USA; sleaze rock; Megadeth; Glitter Rock; anti-music; haohmaru; men wearing really really really tight spandex; trance; seen live; punk; Crust; Queen; blues; techno; psychedelic; guitar; crazy; thrash metal; gay; alternative metal; California; cool; anime; Italy; Rock 'n' Roll; rock n roll; hot; polish; hardcore rap; 1980s; full-on; music; sleaze; hollywood; glitter; katy perry; United States; hardstyle; polskie; Older metal; All; multiple artists; Sleaze Metal; Hard-Rock; Hardtrance; Testament; michael angelo batio; Nitrous-metal; exodus; Lil Jon; hard n heavy; American Heavy Metal; Italian Hip Hop; Rap Italiano; headbangers ball; Nakoruru; kto nie zna ten gej; Extreme Rock; mab; post-talent; songs to fuck shit up; machete; The Best of Metal; nitro; Glam Metall; jubei yagyu; american glam metal; Iron Alex; realironalex; Greatest Vocalist Of All Time; american shred metal; american sleaze metal; dat hair; AND THE DRAGON COMES IN THE NIGHT
30500,Emanon,Emanon,United States,hip hop,Hip-Hop; screamo; underground hip-hop; rap; hardcore; hip hop; latvian; Jazz Hop; seen live; underground hip hop; aloe blacc; underground; jazz-hop; emo; american; hiphop; California; los angeles; soul; underground rap; Progressive; Chillosophy; west coast; underrated; post-hardcore; Neo-Soul; emocore; alternative rap; underground hiphop; jazzy hip hop; EXILE; dj exile; DownTempo-JazzRap; metalcore; electronic; experimental; USA; summer; beats; conscious hip-hop; rhymes; san diego; World of Warcraft; check this out; All; latvia; My favorite artists; spotify; emanon; island relaxed; west coast hip-hop; miazga z dupy; hip hop us; Goon Trax; los angeles CA; questing; resent radio; stonetrow; Luxor Radio
30539,Meli'sa Morgan,Meli'sa Morgan,United States,american; hip hop rnb and dance hall,soul; female vocalists; rnb; 80s; love songs; quiet storm; dance; 80s groove; soulfull; r n b; soulfullwomen; funk; House; smooth; r and b; slow jams; pop; new york; USA; easy listening; 90s; old skool; r&b; old school; Smooth Jazz; female vocalist; 00s; hot; fav; Neo Soul; New York City; vocalist; hey; queens; geohash:dr5rz47cvyt4; spotify; classic soul; the greatest hits; Criminally Underrated; rhythum and blues tag; 80s soul; now or never; Need to Rate; Egoist; gia tunes; Ole Skool; do me baby; Tenoxsax Radio Mix; 80er very danceable; trobmartin; Soultracks Reader Poll Greatest Female Soul Singers of All-Time
30633,Candiria,Candiria,United States,rapcore; jazzcore,hardcore; metalcore; experimental; mathcore; metal; rapcore; jazz metal; Progressive metal; jazz; jazzcore; seen live; rap; Hip-Hop; alternative metal; Fusion; jazz fusion; math metal; rap metal; hip hop; rock; post-hardcore; Nu-metal; urban fusion; USA; alternative rock; hard rock; american; Nu Metal; artcore; new york; crossover; experimental hardcore; groove metal; Technical Metalcore; Jazz Fusion Metal; Avant-Garde; Progressive; Avant-garde Metal; fusion metal; rap-metal; Progressive Metalcore; spotify; jazz-core; electronic; ambient; Progressive rock; Brooklyn; NYC; death metal; gods; hardcore punk; Rap-Rock; Technical Metal; All; avantcore; nyc hardcore; heavy metal; punk; favorites; underground rap; Experimental Rock; urban; modern; experimental hip hop; thoughtful; thrash metal; hiphop; punk rock; tribal; cool; male vocalists; prog rock; 00s; 5 Stars; sick; Technical Death Metal; math; New York City; 2000s; 3 stars; 1990s; NWOAHM; fusion jazz; From: USA; numetal; rap rock; Tribal Metal; experimental metal; pantera; NL; Best Bands; bands artists and groups i like; new metal; Black Rock; beatdown; drummers; work out; pump up; thug-jitzu; metallic hardcore
30658,Just‐Ice,Just-Ice,United States,hip hop,Hip-Hop; rap; hip hop; old school; Old School Hip Hop; Gangsta Rap; new york; dancehall; east coast rap; east coast hip-hop; hardcore; ninja tune; political; East Coast; old school hip-hop; Doomsdope; 5 STAR GOLD; Brooklyn; old school rap; hiphop; heard on Pandora; New York City; hardcore rap; political rap; The Bronx; raps; All; all Music; hardcore hip hop; teacher; classic hip-hop; spotify; deepsoul; real shit; 6 stars; just-ice; just ice; vanha koulu; golden age hip hop; ushh
30671,Roc C,Roc C,United States,hip hop,Stones throw; Hip-Hop; underground hip-hop; rap; hiphop; west coast; seen live; hip hop; underground rap; California; oxnard; american; good shit; underground; West Coast Rap; United States; All; west coast hip-hop; chali 2na; west coast hip hop; Thug Rap; roc c; g-chilled; Need to Rate; that new isht; j-dilla reference
30774,PackFM,PackFM,United States,hip hop,Hip-Hop; underground hip-hop; rap; qn5; underground rap; hip hop; new york; seen live; underground; Brooklyn; hiphop; underground hip hop; alternative; american; Extended Famm; PackFM; Cool Wordplay and punchlines; USA; East Coast; good; Great Lyricists; alternative rap; eric; east coast hip hop; east coast hip-hop; hXc; Fuck Off; Freestyle Rap; Favorite artist; independent hip-hop; QN5 Music; wack; extended fam; The Truth; battle rap; real shit; hip-hop-rap; hip hop rap; underground emcee; artists and bands i have seen; bronx science; i digg; BlowGang
30873,Rah Digga,Rah Digga,United States,hip hop,Hip-Hop; hip hop; rap; female emcees; Flipmode Squad; female vocalists; new jersey; female rapper; hiphop; east coast rap; female mc; East Coast; newark; femc; Young Zee; seen live; female; new york; sexy; dance; catchy; underground rap; underground hip-hop; american; Prodigy; great; amazing; female vocalist; Favorite; wtf; underground; true school; Black; hardcore rap; girl power; geohash:dr5r8jt5vbb4; All; need to listen to more; The Shit; Rap and Hip-Hop; hip-hop and rap; real hip hop; east coast hip-hop; femcee; east; need; real shit; female hip hop; emcee; dmc; outsidaz; Kwest Music; b-girl; hip hop for respect; anmolb; schmitz bounce; Flipmode is the squad; Need to Rate; WXXL; bad bitches; sistas; dengesizz; AC A FOO; break fool; loka dooka; smoker poker; legend femcee; female hip-hop artists; political female hip hop; respected female rapper; 1974-12-18
30880,Napoleon,Napoleon,United States,hip hop,melodic hardcore; hardcore; metalcore; seen live; british; Progressive; Progressive Metalcore; swedish; rap; indie; soul; west coast; Sweden; progressive hardcore; Hip-Hop; outlawz; modern hardcore; melodiposipassiongroove; hip hop; pop; DJENT; Progressive metal; UKHC; east coast rap; soul pop; West Coast Rap; new jersey; Rock Am Ring 2006; bent; melodic metalcore; good bands seen live; modern melodic hardcore; Simon Mills; metal; electronic; Classical; opera; chill; 60s; indie pop; indie rock; UK; 2008; electro; indiepop; motown; melodic; underground hip-hop; tenor; Retro; nordic; dream pop; summer; new; Gangsta Rap; screamo; psychobilly; japan; favourite; Psychedelic Rock; The Killers; Playful; Neo-Soul; emocore; hardcore punk; Technical Death Metal; hardcore rap; British Hardcore; islam; newark; uppsala; sett live; christian metal; fagcore; avalanches; preacher; BIRP; Christian Emo; Peace and Love 2006; alphabeat; promising; Have Seen Live; soulpop; soon; seen live but wasnt quite sober; Christian Screamo; go team; big band pop; played with lucky soul; Atlantic Staxx; ambient hardcore; passionate hardcore; gaylords; Ruffa Lane Records; the outlawz; jose maria napoleon; Outlawz rapper
31081,MC Guimê,Mc Guime,Brazil,rap; brazilian; funk ostentação; funk carioca,Eu batendo com meu pau num xilofone seria melhor; oppa guime hwaiting; brazilian; based; funk ostentacao; coisa de pobre; eu peidando no microfone seria melhor; Funk paulista; mc guime
31124,Breeze,Breeze,Canada,hip hop,happy hardcore; Grime; uk Hardcore; hardcore; electronic; Rave; Hip-Hop; seen live; rapcore; roll deep; heavy metal; instrumental; post-rock; UK Garage; roll deep crew; trance; hip hop; rock; japanese; alternative; reggae; rap; Progressive rock; UK; shoegaze; 90s; russian; Progressive; Reggaeton; beats; dancehall; cool; Nu Metal; 5 Stars; jamaica; raga; hardcore techno; demoscene; UK Grime; NWOBHM; UK hip-hop; West Coast Rap; Post-Metal; trancecore; sad song; Breeze; happycore; real instruments; not electronic; japanese idol girl groups
31175,Socalled,Socalled,Canada,hip hop; klezmer,Hip-Hop; klezmer; jewish; seen live; Canadian; hip hop; electronic; world; montreal; yiddish; hip-hop for people who do not like hip-hop; rap; canada; eclectic; roskilde 09; jewish and yiddish music; electronica; vocal; jazz; experimental; electro; dance; Love; tango; Awesome; breakbeat; gypsy jazz; funny; j; montreal canada; quebecois; balkan; Favourites; love at first listen; Lesser Known Yet Slightly Streamable Artists; Ecstasy; 10s; accordion; yummy; Beirut; le kiff; melting point; Crazy cute; electronic hip hop; ulubione; mixing it; radical jewish culture; Folk hop; experimental folk; klinkt goed; homosexual intifada; spotify; kickass hip-hop; MPC; new favorite; Tanzbar; kanada; wonderous; radical klezmer; Top tunes; fusion-festival 2007; Mondiovision; Mehr davon; 66; guta; elektryczne; Haldern; Canadian Hip-Hop; LiVe SHowS; Jiddisch; primeurs de massy 2007; Alta-tensao; North American; SexyPartyGen; 1 percenters; upyachachno; ohuitelno; RHH; amerika; novatunes; pogochillselecta; tt tags; emocje; Dorschenanner; fejwryt; yol; porannik; label bleu; klezhop; esthersaysverygreat; jewish hip-hop; sexypatogen; fusion festival; dreszczyk; jewish style; dziecica; location:ca:qc:montreal; Calgary Folk Fest 2008; Klezmorim; world artist
31184,Inverse,Inverse,,hip hop,Hip-Hop; underground hip-hop; hip hop; west coast; rap; qn5; underground rap; soul; underground hip hop; underground; positive; tunji; post-punk; shoegaze; american; dope beats; west coast hip-hop; so far; toby; indie; introspective; Favorite Artists; California; los angeles; indie hip-hop; CunninLynguists; california underground hip hop; los angeles hip hop; Inverse; chillout; experimental; easy listening; free; summer; hiphop; rnb; relaxing; post rock; nice; Gothic Rock; Lyric; coldwave; sunny; alternative rap; abstract hip-hop; socially conscious; autobiographical; West Coast Rap; Bay Area; good rap; All; hipster; hipster hop; i have seen live; lyricism; melodic hip hop; autobiography; the tones; Allen Poe General; WE MUST MAKE HASTE; allen poe hip-hop; Allen Poe Favorite Artists; california hip hop; long days journey; LA hip hop; los angeles underground hip hop; allen poe underground hip-hop; under 87665009756551896889899987854287765479831234470946568933668823144561 listeners
31205,Roscoe,Roscoe,United States,west coast hip hop,rap; west coast; Hip-Hop; hip hop; westcoast rap; Gangsta Rap; american; Belgium; G-funk; seen live; indie; pop rock; los angeles; belgian; West Coast Rap; All; west side; pop; alternative rock; favorites; folk-rock; atmospheric; download; seenlive; Radio; art rock; punk rock; California; cali; Pop-Rock; hardcore punk; brother; Belgian artist; art-rock; west; ya; summertime; spotify; hawthorn; online radio; gangsta shit; Kurupt; Pentagon; dpg; eurosonic 2013; Roscoe; mic skillz; chill906; sehr real
31211,DJ Q,DJ Q,United Kingdom,hip hop rnb and dance hall,House; bassline; electronic; UK Garage; deep house; speed garage; glasgow; electronica; british; dance; Scottish; jungle; 4x4; jazz house; breakstep; Grime; UK; tech house; Drum n Bass; garage; dj; filter; 2step; 2-step; illogical combos; ukg; spotify; 2 stars; above and beyond; techno house; House artists; IC Radio; TopTune; Paul Flynn; 1xtra; zmin; glasgow underground; la factoria; Pempi
